student_id,student_name,age,gender,course,semester,ug_percentage,ug_cgpa,attendance_percent,internal_score,backlogs,performance,sem1_sgpa
SEM2_0538,Indira Dhar,28,Male,MCA,2,93.86,9.57,83.9,11,1,Average,7.2
SEM2_0539,Raghav Tailor,25,Male,MCA,2,80.23,8.14,81.8,15,3,At-risk,7.33
SEM2_0540,Dayamai Gill,25,Male,MCA,2,70.85,6.67,89.3,23,0,Excellent,9.59
SEM2_0541,Vritti Barad,23,Female,MCA,2,73.57,7.7,59.3,19,1,Average,7.43
SEM2_0542,Gautam Bhalla,22,Female,MCA,2,70.67,7.14,81.1,20,2,Average,7.29
SEM2_0543,Viraj Kanda,27,Female,MCA,2,63.93,6.23,78.2,12,2,At-risk,6.18
SEM2_0544,Anmol Vyas,25,Male,MCA,2,61.81,5.9,75.4,18,1,Average,8.94
SEM2_0545,Vanya Acharya,23,Male,MCA,2,62.01,5.77,68.9,27,0,Average,7.98
SEM2_0546,Garima Jaggi,27,Male,MCA,2,74.68,7.56,71.7,23,0,Average,7.84
SEM2_0547,Kalpit Oak,25,Female,MCA,2,66.31,6.84,71.4,18,1,Average,8.0
SEM2_0548,Peter Naik,24,Male,MCA,2,77.31,7.36,81.2,20,0,Average,8.22
SEM2_0549,Daniel Bains,23,Female,MCA,2,72.59,6.83,76.8,27,0,Excellent,8.71
SEM2_0550,Manbir Dhar,24,Male,MCA,2,60.91,6.69,80.5,19,0,Average,6.98
SEM2_0551,Indrajit Vora,21,Male,MCA,2,70.6,6.94,82.6,14,3,At-risk,8.24
SEM2_0552,Janya Bora,24,Male,MCA,2,70.64,6.79,75.6,19,1,Average,8.76
SEM2_0553,Kashvi Randhawa,24,Male,MCA,2,60.83,6.07,89.7,14,2,Average,7.71
SEM2_0554,Harrison Nayar,25,Male,MCA,2,65.05,6.84,73.7,27,1,Excellent,9.43
SEM2_0555,Chasmum Naidu,26,Female,MCA,2,69.06,7.1,86.0,30,0,Excellent,7.6
SEM2_0556,Laban Dugar,25,Male,MCA,2,64.17,6.33,71.3,21,2,Average,8.5
SEM2_0557,Rajeshri Sur,23,Female,MCA,2,86.31,9.0,100.0,22,0,Average,8.41
SEM2_0558,Edhitha Ghosh,27,Female,MCA,2,71.1,7.93,77.9,11,0,Average,7.59
SEM2_0559,Ishanvi Kapoor,28,Male,MCA,2,47.21,4.5,91.8,18,2,Average,8.83
SEM2_0560,Parth Radhakrishnan,26,Female,MCA,2,68.82,7.07,84.7,19,0,Average,7.44
SEM2_0561,Damyanti Menon,27,Female,MCA,2,85.77,8.84,73.7,15,2,Average,7.28
SEM2_0562,Joshua Goel,21,Male,MCA,2,71.29,7.73,97.8,22,1,Average,8.6
SEM2_0563,Aarav Raman,27,Male,MCA,2,66.21,7.14,91.1,24,0,Average,7.55
SEM2_0564,Bachittar Gopal,28,Female,MCA,2,70.1,7.27,74.3,16,0,Average,6.46
SEM2_0565,Eesha Kant,23,Male,MCA,2,72.18,7.14,73.3,24,1,Excellent,9.25
SEM2_0566,Hemang Taneja,25,Female,MCA,2,82.01,8.04,72.2,26,0,Excellent,8.62
SEM2_0567,Lohit Narula,26,Female,MCA,2,63.76,6.73,87.8,24,1,Average,8.73
SEM2_0568,Faras Khanna,27,Male,MCA,2,73.08,6.79,82.2,23,0,Average,8.57
SEM2_0569,Idika Nagarajan,23,Female,MCA,2,73.11,7.92,85.9,24,1,Average,7.72
SEM2_0570,Oliver Chakrabarti,22,Female,MCA,2,71.63,6.77,88.7,16,2,Average,7.24
SEM2_0571,Gautami Sekhon,22,Male,MCA,2,69.96,7.49,70.7,18,0,Average,7.97
SEM2_0572,Advay Lanka,22,Female,MCA,2,80.67,8.42,80.9,17,2,Average,7.97
SEM2_0573,Shaurya Krish,23,Female,MCA,2,74.62,7.89,69.9,17,0,Average,8.3
SEM2_0574,Ekansh Palla,23,Female,MCA,2,56.36,5.57,87.5,21,0,Average,8.33
SEM2_0575,Aahana Chokshi,25,Male,MCA,2,68.55,6.78,72.9,23,0,Average,7.92
SEM2_0576,Aarav Bava,24,Male,MCA,2,73.58,7.2,76.0,25,0,Excellent,8.22
SEM2_0577,Libni Sarma,25,Female,MCA,2,59.67,6.62,93.8,23,2,Average,9.4
SEM2_0578,Oni Ganesan,21,Male,MCA,2,85.61,8.25,68.3,22,0,Average,7.89
SEM2_0579,Odika Tailor,26,Female,MCA,2,72.48,7.28,100.0,19,1,Average,8.16
SEM2_0580,Kritika Panchal,23,Male,MCA,2,71.69,7.29,66.2,15,3,At-risk,7.77
SEM2_0581,Keya Chaudhuri,21,Male,MCA,2,92.37,9.16,97.7,10,4,At-risk,7.62
SEM2_0582,Varenya Kar,22,Female,MCA,2,75.08,7.11,96.5,19,0,Average,7.52
SEM2_0583,Nicholas Seth,25,Male,MCA,2,71.69,7.21,76.2,13,3,At-risk,6.6
SEM2_0584,Ethan Bandi,24,Male,MCA,2,75.82,7.42,71.5,21,0,Average,7.36
SEM2_0585,Chaitaly Bahri,24,Male,MCA,2,73.5,7.37,94.8,7,3,At-risk,7.19
SEM2_0586,Eiravati Lal,27,Male,MCA,2,54.68,5.33,80.3,16,2,At-risk,7.08
SEM2_0587,Henry Borah,23,Male,MCA,2,61.03,5.88,85.0,26,0,Average,7.44
SEM2_0588,Hema Garde,28,Male,MCA,2,47.23,4.9,95.2,21,0,Average,7.13
SEM2_0589,Keya Dyal,27,Male,MCA,2,78.4,7.96,73.4,19,1,Average,7.87
SEM2_0590,Falan Chander,24,Male,MCA,2,57.81,5.86,87.4,23,0,Excellent,7.68
SEM2_0591,Hamsini Subramanian,22,Male,MCA,2,59.23,5.54,82.3,30,0,Excellent,8.12
SEM2_0592,Azaan Sankar,24,Male,MCA,2,68.65,7.06,82.7,25,1,Excellent,9.13
SEM2_0593,Nitesh Saraf,26,Female,MCA,2,76.89,7.71,80.0,26,0,Excellent,9.43
SEM2_0594,Naksh Bera,27,Male,MCA,2,68.89,7.03,86.7,19,0,Average,6.76
SEM2_0595,Harrison Narula,24,Male,MCA,2,83.87,8.57,93.2,19,1,Average,6.88
SEM2_0596,Samesh Gupta,26,Female,MCA,2,65.37,6.57,74.7,16,0,Average,8.06
SEM2_0597,Nimrat Zachariah,26,Female,MCA,2,63.06,5.92,65.1,21,1,Average,8.5
SEM2_0598,Alka Manda,24,Male,MCA,2,88.86,8.66,75.2,23,1,Excellent,9.35
SEM2_0599,Chameli Khanna,27,Male,MCA,2,79.99,8.0,74.4,25,0,Excellent,8.76
SEM2_0600,Gopal Bawa,24,Male,MCA,2,78.86,7.79,75.6,20,0,Average,8.04
SEM2_0601,Maya Swaminathan,23,Male,MCA,2,77.91,7.74,87.6,22,3,At-risk,7.99
SEM2_0602,Mitesh Bhagat,22,Male,MCA,2,70.52,7.23,76.3,18,1,Average,8.93
SEM2_0603,Jalsa Aggarwal,25,Female,MCA,2,73.18,7.46,81.4,26,0,Excellent,8.68
SEM2_0604,Prisha Chahal,22,Female,MCA,2,73.21,7.43,79.1,20,0,Average,7.62
SEM2_0605,Chaitaly Srinivasan,21,Female,MCA,2,63.2,6.26,81.0,19,1,Average,6.31
SEM2_0606,Ryan Chatterjee,21,Female,MCA,2,91.07,8.77,98.9,15,3,At-risk,8.08
SEM2_0607,Atharv Jhaveri,26,Male,MCA,2,70.45,7.3,81.0,17,1,Average,7.38
SEM2_0608,Onkar Manne,27,Male,MCA,2,84.23,7.84,91.3,30,0,Excellent,9.18
SEM2_0609,Finn Solanki,21,Male,MCA,2,73.82,6.92,81.4,22,1,Average,8.51
SEM2_0610,Jack Morar,24,Male,MCA,2,64.25,6.24,99.0,19,1,Average,8.02
SEM2_0611,Mitali Sinha,21,Male,MCA,2,66.72,6.28,75.5,10,4,At-risk,6.63
SEM2_0612,Vrinda Lanka,27,Male,MCA,2,80.88,8.58,87.8,19,0,Average,8.12
SEM2_0613,Gavin Ram,28,Male,MCA,2,78.94,8.79,85.0,10,1,Average,7.04
SEM2_0614,Qasim Prabhakar,27,Male,MCA,2,49.32,4.94,81.8,19,1,Average,8.01
SEM2_0615,Lakshmi Pingle,28,Female,MCA,2,67.86,6.81,89.0,15,2,Average,6.86
SEM2_0616,Rachit Sehgal,28,Male,MCA,2,64.04,5.89,80.9,20,1,Average,8.77
SEM2_0617,Chaitanya Lall,27,Male,MCA,2,59.56,5.71,81.2,14,1,Average,7.95
SEM2_0618,Ria Shroff,21,Male,MCA,2,73.69,7.85,94.2,30,1,Excellent,9.49
SEM2_0619,Adya Kara,21,Female,MCA,2,63.93,5.86,88.8,30,2,Average,9.28
SEM2_0620,Amruta Bhatia,25,Male,MCA,2,66.81,6.61,61.4,13,2,At-risk,7.17
SEM2_0621,Matthew Chatterjee,21,Female,MCA,2,73.21,7.06,91.5,21,0,Average,8.12
SEM2_0622,Frederick Padmanabhan,25,Male,MCA,2,72.04,7.14,92.7,21,1,Average,8.64
SEM2_0623,Odika Karan,26,Male,MCA,2,72.13,7.21,70.5,23,0,Average,8.09
SEM2_0624,Darsh Ram,23,Female,MCA,2,67.78,7.14,83.2,20,0,Average,8.05
SEM2_0625,Omya Wason,23,Male,MCA,2,88.17,8.59,76.8,17,1,Average,7.88
SEM2_0626,Vaishnavi Keer,21,Male,MCA,2,76.87,7.76,87.7,15,0,Average,7.43
SEM2_0627,Vamakshi Mistry,22,Female,MCA,2,64.41,5.77,71.2,22,0,Average,7.96
SEM2_0628,Farhan Rana,27,Female,MCA,2,82.49,8.18,67.0,18,0,Average,7.52
SEM2_0629,Bakhshi Thakkar,23,Male,MCA,2,73.85,6.92,79.6,21,0,Average,8.25
SEM2_0630,Zansi Din,27,Female,MCA,2,61.47,6.25,67.4,13,4,At-risk,7.97
SEM2_0631,Jai Sen,26,Female,MCA,2,69.58,7.29,70.1,16,0,Average,6.93
SEM2_0632,Oscar Ganesh,22,Female,MCA,2,61.12,5.87,72.9,19,0,Average,6.76
SEM2_0633,Siddharth Hans,25,Female,MCA,2,87.41,9.21,87.8,20,0,Excellent,8.26
SEM2_0634,Jonathan Basak,28,Male,MCA,2,76.92,7.3,70.4,20,2,Average,7.91
SEM2_0635,Pallavi Brar,28,Female,MCA,2,60.72,6.52,64.4,30,0,Excellent,8.29
SEM2_0636,Radhika Jaggi,21,Male,MCA,2,74.28,7.4,74.4,15,0,Average,8.24
SEM2_0637,Manbir Kuruvilla,22,Male,MCA,2,67.65,7.05,63.8,14,1,Average,7.95
SEM2_0638,Ekaja Bhavsar,28,Male,MCA,2,54.11,5.58,74.7,14,2,Average,6.81
SEM2_0639,Gagan Rama,23,Male,MCA,2,61.61,5.86,64.7,14,4,At-risk,6.31
SEM2_0640,Mekhala Nanda,28,Male,MCA,2,84.27,9.05,94.7,21,0,Excellent,8.97
SEM2_0641,Anya Venkatesh,21,Male,MCA,2,76.62,7.5,78.3,22,0,Excellent,9.46
SEM2_0642,Tara Arora,23,Female,MCA,2,80.96,7.98,83.7,24,0,Excellent,9.15
SEM2_0643,Oni Chowdhury,27,Female,MCA,2,79.01,7.93,83.9,29,1,Excellent,8.42
SEM2_0644,Oeshi Doctor,24,Male,MCA,2,79.51,7.42,75.8,30,1,Excellent,9.8
SEM2_0645,Manbir Chaudhry,26,Female,MCA,2,76.37,7.59,92.1,23,0,Average,7.75
SEM2_0646,Hitesh Chaudhuri,21,Male,MCA,2,90.99,9.13,60.4,19,0,Average,8.6
SEM2_0647,Bhavika Wason,23,Male,MCA,2,85.37,8.34,76.5,18,0,Average,8.3
SEM2_0648,Hemangini Roy,27,Male,MCA,2,66.27,6.06,75.3,14,0,Average,6.19
SEM2_0649,Aishani Rajagopal,25,Male,MCA,2,63.44,6.58,86.5,27,1,Excellent,8.32
SEM2_0650,Vedika Solanki,24,Female,MCA,2,95.0,9.46,81.7,18,0,Excellent,9.06
SEM2_0651,Baljiwan Gera,28,Male,MCA,2,63.17,6.72,68.6,17,0,Average,7.13
SEM2_0652,Anya Rau,28,Female,MCA,2,56.73,5.15,66.2,20,0,Average,7.78
SEM2_0653,Maanas Ratti,26,Female,MCA,2,74.3,7.8,77.7,18,0,Average,7.28
SEM2_0654,Balvan Randhawa,21,Male,MCA,2,91.58,8.92,87.6,22,1,Average,8.38
SEM2_0655,Garima Khanna,28,Male,MCA,2,74.02,7.55,80.4,12,4,At-risk,7.35
SEM2_0656,Chandran Soman,22,Female,MCA,2,74.02,7.56,69.8,17,0,Average,7.47
SEM2_0657,Amruta Pradhan,27,Female,MCA,2,61.32,6.14,81.7,22,2,Average,7.58
SEM2_0658,Anmol Nazareth,28,Female,MCA,2,61.6,6.08,83.0,19,0,Average,6.78
SEM2_0659,Chavvi Mukhopadhyay,22,Male,MCA,2,74.21,7.62,83.4,23,0,Excellent,8.09
SEM2_0660,Avni Swamy,24,Female,MCA,2,77.14,7.82,96.7,27,0,Excellent,8.65
SEM2_0661,Guneet Kari,26,Female,MCA,2,70.26,6.33,72.4,16,1,Average,7.45
SEM2_0662,Krish Mital,27,Male,MCA,2,81.31,7.68,90.3,29,2,Average,9.8
SEM2_0663,Saanvi Nagi,26,Female,MCA,2,60.42,5.44,83.1,17,0,Average,6.55
SEM2_0664,Amruta Saha,25,Female,MCA,2,62.36,6.3,85.2,22,0,Average,7.08
SEM2_0665,Gaurav Guha,23,Female,MCA,2,82.4,7.94,92.9,21,0,Average,7.94
SEM2_0666,Riya Kakar,22,Female,MCA,2,81.99,8.28,86.5,25,2,Average,8.27
SEM2_0667,Niharika Sundaram,28,Female,MCA,2,68.18,6.83,100.0,26,0,Excellent,7.94
SEM2_0668,Zaitra Prakash,23,Male,MCA,2,70.9,6.76,56.1,19,0,Average,7.43
SEM2_0669,Daksh Varma,23,Female,MCA,2,72.41,7.25,86.8,12,3,At-risk,8.62
SEM2_0670,Nathan Bhatti,25,Female,MCA,2,64.59,6.74,95.8,25,0,Excellent,8.96
SEM2_0671,Deepa Toor,27,Male,MCA,2,69.41,6.77,80.5,22,0,Average,8.62
SEM2_0672,Netra Deshmukh,22,Female,MCA,2,72.44,7.67,74.3,23,0,Average,8.31
SEM2_0673,Ayush Ghose,22,Male,MCA,2,66.25,6.62,73.6,23,2,Average,7.62
SEM2_0674,Reyansh Iyer,21,Male,MCA,2,67.4,6.62,81.0,21,0,Average,7.98
SEM2_0675,Dalbir Krish,27,Female,MCA,2,56.26,5.76,68.8,19,0,Average,7.33
SEM2_0676,Bachittar Shan,26,Female,MCA,2,86.36,8.74,74.4,19,0,Average,9.0
SEM2_0677,Chandresh Patel,26,Female,MCA,2,66.51,6.44,67.2,14,3,At-risk,6.84
SEM2_0678,Rushil Mahal,23,Male,MCA,2,60.91,6.0,91.5,23,2,Average,9.28
SEM2_0679,Jyoti Shetty,27,Female,MCA,2,64.24,5.69,88.0,11,2,Average,7.82
SEM2_0680,Yashasvi Ranganathan,22,Female,MCA,2,53.83,5.66,75.4,22,0,Average,7.68
SEM2_0681,Jatin Balasubramanian,21,Female,MCA,2,63.29,6.32,94.6,23,1,Average,8.31
SEM2_0682,Wyatt Pradhan,22,Male,MCA,2,74.68,7.54,78.6,23,1,Average,9.09
SEM2_0683,Vrinda Sehgal,23,Female,MCA,2,62.28,5.91,87.3,15,1,Average,7.58
SEM2_0684,Peter Som,22,Male,MCA,2,79.07,7.43,84.8,22,1,Average,8.72
SEM2_0685,Inaya Padmanabhan,23,Male,MCA,2,86.27,8.58,77.3,15,0,Average,7.17
SEM2_0686,Nihal Kuruvilla,28,Female,MCA,2,75.31,7.11,71.4,16,0,Average,8.89
SEM2_0687,Gautam Mane,26,Female,MCA,2,87.53,8.19,79.4,12,0,Average,6.06
SEM2_0688,Ayaan Raju,27,Female,MCA,2,91.02,9.33,70.2,19,0,Average,8.25
SEM2_0689,Chandran Gaba,23,Female,MCA,2,69.23,6.9,87.7,23,0,Average,7.82
SEM2_0690,Tanish Kant,27,Male,MCA,2,67.63,6.58,80.8,11,4,At-risk,7.95
SEM2_0691,Umang Jhaveri,27,Male,MCA,2,78.88,7.77,89.2,26,1,Excellent,8.22
SEM2_0692,Amruta Rout,23,Male,MCA,2,65.07,6.87,88.4,22,0,Average,7.64
SEM2_0693,Yochana Bahri,22,Male,MCA,2,75.5,7.6,50.3,14,4,At-risk,6.85
SEM2_0694,Aditya Som,22,Female,MCA,2,70.55,6.65,64.0,18,2,Average,8.36
SEM2_0695,Kevin Ghose,28,Male,MCA,2,70.63,6.89,72.6,13,4,At-risk,8.36
SEM2_0696,Abhiram Kapur,24,Female,MCA,2,78.9,7.82,85.6,18,2,Average,8.05
SEM2_0697,Zayyan Mody,23,Male,MCA,2,79.67,8.18,82.9,21,0,Average,7.39
SEM2_0698,Anvi Sampath,21,Male,MCA,2,73.83,6.99,62.5,26,0,Excellent,8.38
SEM2_0699,Krisha Palla,23,Female,MCA,2,67.97,7.32,75.1,19,2,Average,7.36
SEM2_0700,Tripti Krishnan,28,Male,MCA,2,83.05,7.44,75.4,21,0,Average,9.19
SEM2_0701,Tejas Shukla,27,Male,MCA,2,79.02,7.95,65.6,20,2,Average,8.94
SEM2_0702,Chasmum Verma,21,Male,MCA,2,76.15,7.17,77.7,19,0,Average,7.63
SEM2_0703,Mekhala Chaudry,22,Male,MCA,2,65.66,6.44,67.4,22,0,Average,8.51
SEM2_0704,Abhimanyu Vaidya,25,Female,MCA,2,46.73,4.65,78.2,21,0,Average,7.79
SEM2_0705,Kavya Mandal,22,Male,MCA,2,70.0,7.26,80.2,30,1,Excellent,8.64
SEM2_0706,Chanchal Chokshi,22,Male,MCA,2,75.09,7.39,71.3,13,4,At-risk,7.65
SEM2_0707,Vasatika Bhatt,22,Male,MCA,2,70.65,6.63,77.5,30,0,Excellent,8.26
SEM2_0708,Gayathri Malhotra,21,Female,MCA,2,89.93,8.45,79.2,20,0,Average,8.22
SEM2_0709,Ekta Malhotra,22,Male,MCA,2,76.36,7.8,82.9,16,0,Average,8.41
SEM2_0710,Advika Misra,28,Male,MCA,2,58.09,5.89,80.5,18,0,Average,8.86
SEM2_0711,Raghav Doctor,27,Female,MCA,2,91.63,8.47,76.9,23,0,Average,8.33
SEM2_0712,Zansi Khosla,28,Female,MCA,2,78.7,7.73,74.2,25,1,Average,7.85
SEM2_0713,Dakshesh Raval,26,Female,MCA,2,61.96,6.32,88.4,15,0,Average,6.91
SEM2_0714,Ekaja Dey,25,Female,MCA,2,74.25,7.9,72.3,18,1,Average,9.49
SEM2_0715,Atharv Tank,28,Male,MCA,2,52.02,4.72,91.0,18,1,Average,7.3
SEM2_0716,Chakrika Lad,27,Male,MCA,2,81.18,7.64,74.2,15,0,Average,6.06
SEM2_0717,Omya Ravel,26,Male,MCA,2,71.41,6.87,77.3,19,0,Average,7.75
SEM2_0718,Lipika Banik,24,Male,MCA,2,57.24,5.65,96.4,20,0,Average,6.73
SEM2_0719,Ranveer Oza,22,Female,MCA,2,69.01,6.59,75.4,17,0,Average,7.87
SEM2_0720,Tristan Warrior,21,Male,MCA,2,95.0,9.7,87.9,20,0,Excellent,8.44
SEM2_0721,Vamakshi Parmer,21,Male,MCA,2,76.89,8.03,92.5,25,1,Excellent,7.91
SEM2_0722,Yashica Mital,22,Male,MCA,2,76.21,7.57,75.3,18,0,Average,8.6
SEM2_0723,Onkar Golla,27,Female,MCA,2,74.82,7.5,73.3,9,3,At-risk,7.52
SEM2_0724,Chaaya Chatterjee,25,Female,MCA,2,60.34,6.68,79.8,16,0,Average,7.96
SEM2_0725,Urishilla Dave,27,Male,MCA,2,74.76,7.62,85.0,22,2,Average,7.86
SEM2_0726,Aarna Goswami,25,Male,MCA,2,69.15,7.25,75.3,17,3,At-risk,8.76
SEM2_0727,Gautami Chakraborty,21,Male,MCA,2,95.0,9.8,92.8,30,2,Average,8.62
SEM2_0728,Tristan Pant,27,Male,MCA,2,72.76,6.66,84.6,18,0,Average,8.71
SEM2_0729,Udant Mohanty,22,Male,MCA,2,67.48,7.28,79.3,26,2,Average,8.63
SEM2_0730,Osha Narula,24,Female,MCA,2,70.69,6.79,79.0,26,0,Excellent,8.79
SEM2_0731,Kamya Lad,23,Male,MCA,2,72.01,6.52,67.8,19,0,Average,7.08
SEM2_0732,Chaitaly Sheth,23,Male,MCA,2,86.37,8.62,89.3,21,1,Excellent,9.13
SEM2_0733,Jacob Singhal,22,Female,MCA,2,67.45,6.82,83.8,22,0,Average,8.59
SEM2_0734,Chatresh Bobal,27,Male,MCA,2,79.12,8.12,80.0,19,1,Average,7.49
SEM2_0735,Urmi Hayer,26,Female,MCA,2,70.99,6.63,70.7,22,0,Average,7.74
SEM2_0736,Xiti Dar,24,Male,MCA,2,88.43,8.45,94.7,18,0,Average,7.74
SEM2_0737,Lakshmi Wagle,22,Female,MCA,2,72.53,7.18,82.2,20,0,Average,7.86
SEM2_0738,Chanchal Sachdev,26,Male,MCA,2,64.12,6.04,80.9,23,0,Average,6.88
SEM2_0739,Chatura Dora,28,Male,MCA,2,59.15,5.81,70.9,18,0,Average,6.55
SEM2_0740,Laksh Iyer,28,Female,MCA,2,75.01,7.49,87.9,18,2,Average,8.27
SEM2_0741,Hema Rout,26,Male,MCA,2,74.74,7.47,84.1,22,0,Excellent,8.75
SEM2_0742,Tanvi Dhar,26,Female,MCA,2,75.41,7.65,67.9,25,0,Average,7.37
SEM2_0743,Diya Gole,28,Female,MCA,2,75.91,7.74,66.9,27,0,Excellent,8.56
SEM2_0744,Faris Sura,28,Female,MCA,2,65.1,6.47,81.5,27,0,Excellent,9.21
SEM2_0745,Gaurangi Goel,28,Male,MCA,2,76.63,8.1,85.5,13,1,Average,8.33
SEM2_0746,Dhriti Bhardwaj,25,Female,MCA,2,80.85,8.8,75.9,16,0,Average,9.14
SEM2_0747,Aayush Seth,24,Female,MCA,2,69.63,6.21,79.7,13,2,At-risk,7.02
SEM2_0748,Anusha Kadakia,26,Female,MCA,2,52.59,4.94,92.5,18,1,Average,7.39
SEM2_0749,Om Dutt,22,Male,MCA,2,69.6,6.88,100.0,20,0,Average,8.2
SEM2_0750,Vrishti Chakrabarti,24,Female,MCA,2,88.61,9.3,74.4,19,1,Average,8.29
SEM2_0751,Kai Saraf,25,Male,MCA,2,68.39,6.89,90.0,30,1,Excellent,8.5
SEM2_0752,Pushti Raval,25,Male,MCA,2,81.76,8.1,59.5,25,3,Average,8.48
SEM2_0753,Pushti Sood,21,Male,MCA,2,66.35,6.74,73.0,17,0,Average,6.84
SEM2_0754,Leela Agrawal,23,Male,MCA,2,83.52,7.94,81.5,22,0,Excellent,8.82
SEM2_0755,Baljiwan Walla,25,Male,MCA,2,71.16,7.06,86.0,21,0,Average,7.89
SEM2_0756,Ryan Prakash,24,Female,MCA,2,68.22,6.99,70.7,26,0,Average,7.97
SEM2_0757,Akshay Nagy,24,Male,MCA,2,61.88,7.04,90.6,25,1,Average,7.61
SEM2_0758,Rayaan Badami,28,Male,MCA,2,83.36,8.96,86.6,14,1,Average,8.0
SEM2_0759,Aayush Kothari,28,Male,MCA,2,95.0,9.71,99.2,24,1,Excellent,8.29
SEM2_0760,Upkaar Padmanabhan,27,Female,MCA,2,66.23,6.09,100.0,19,1,Average,7.74
SEM2_0761,Devika Dayal,22,Male,MCA,2,84.87,8.44,68.4,19,0,Average,7.72
SEM2_0762,Harshil Rajagopal,24,Female,MCA,2,83.71,8.41,67.2,14,4,At-risk,7.54
SEM2_0763,Yahvi Mohan,23,Female,MCA,2,67.01,6.51,83.0,16,2,Average,7.5
SEM2_0764,Oliver Bhattacharyya,26,Female,MCA,2,74.96,7.88,91.5,26,0,Excellent,8.4
SEM2_0765,Chakradev Misra,28,Female,MCA,2,68.93,6.68,73.8,12,1,At-risk,6.36
SEM2_0766,Bina Shah,26,Male,MCA,2,83.85,8.76,90.1,20,1,Average,7.82
SEM2_0767,Zinal Viswanathan,26,Male,MCA,2,68.9,7.16,88.4,19,0,Average,8.63
SEM2_0768,Geetika Saraf,21,Male,MCA,2,63.8,6.5,82.9,22,1,Average,8.38
SEM2_0769,Krish Oommen,28,Male,MCA,2,65.7,6.02,89.7,27,1,Excellent,9.44
SEM2_0770,Vrishti Parmer,28,Female,MCA,2,65.59,6.95,82.8,25,0,Excellent,8.37
SEM2_0771,Raghav Gala,27,Male,MCA,2,86.52,8.32,92.5,20,0,Excellent,8.9
SEM2_0772,Netra Bahl,28,Female,MCA,2,76.3,7.81,84.2,10,2,At-risk,7.27
SEM2_0773,Vedant Kapur,21,Female,MCA,2,75.04,7.42,85.4,14,3,At-risk,7.56
SEM2_0774,Karan Kakar,24,Male,MCA,2,72.72,7.65,82.0,19,1,Average,7.58
SEM2_0775,Anthony Thaman,23,Female,MCA,2,82.97,8.15,85.2,17,0,Average,7.27
SEM2_0776,Omkaar Dasgupta,25,Female,MCA,2,59.51,5.78,80.2,19,0,Average,8.15
SEM2_0777,Jeevika Barad,26,Female,MCA,2,54.65,5.39,78.7,17,0,Average,7.49
SEM2_0778,Keya Kumer,22,Female,MCA,2,83.44,7.79,77.4,16,2,Average,7.98
SEM2_0779,Chanakya Bava,26,Male,MCA,2,79.69,7.98,84.6,30,0,Excellent,9.39
SEM2_0780,Hritik Bahri,25,Female,MCA,2,62.37,6.17,65.3,9,2,At-risk,6.21
SEM2_0781,Chanakya D’Alia,21,Female,MCA,2,82.84,8.28,71.6,18,1,Average,7.99
SEM2_0782,Omaja Sawhney,25,Male,MCA,2,81.24,7.71,80.8,17,0,Average,8.05
SEM2_0783,Lajita Dasgupta,26,Female,MCA,2,70.66,7.71,82.1,12,3,At-risk,7.24
SEM2_0784,Zayyan Som,26,Male,MCA,2,63.11,6.63,79.8,18,1,Average,6.8
SEM2_0785,Michael Jha,26,Male,MCA,2,63.37,6.37,79.2,24,1,Average,8.97
SEM2_0786,Aditya Mitra,23,Male,MCA,2,66.92,6.98,76.3,14,4,At-risk,6.29
SEM2_0787,Osha Chaudhuri,28,Male,MCA,2,84.95,8.09,88.0,19,0,Average,8.7
SEM2_0788,Zinal Madan,24,Female,MCA,2,76.37,7.79,85.4,22,0,Average,8.2
SEM2_0789,Laksh Sahota,26,Female,MCA,2,75.93,7.53,99.6,17,1,Average,7.53
SEM2_0790,Henry Vaidya,26,Male,MCA,2,73.25,7.4,89.7,21,0,Excellent,8.82
SEM2_0791,Jacob Mandal,25,Female,MCA,2,78.9,8.0,69.5,17,1,Average,7.3
SEM2_0792,Ishaan Cherian,28,Female,MCA,2,79.91,7.89,100.0,20,2,Average,7.97
SEM2_0793,Widisha Issac,21,Male,MCA,2,56.14,5.28,75.3,16,1,Average,6.87
SEM2_0794,Ryan Lall,27,Female,MCA,2,55.49,5.61,85.2,18,1,Average,7.42
SEM2_0795,Saksham Parmar,21,Female,MCA,2,59.16,5.59,71.3,20,0,Average,7.48
SEM2_0796,Nimrat Merchant,28,Male,MCA,2,64.37,6.48,89.6,20,0,Average,7.55
SEM2_0797,Naveen Baral,25,Male,MCA,2,70.14,7.27,78.0,17,0,Average,8.0
SEM2_0798,Watika Johal,22,Female,MCA,2,54.59,5.58,70.0,21,2,Average,7.63
SEM2_0799,Vasana Narayanan,27,Female,MCA,2,64.96,6.77,67.8,26,0,Excellent,9.5
SEM2_0800,Wahab Agate,28,Male,MCA,2,68.79,6.9,71.9,16,0,Average,7.69
SEM2_0801,Agastya Chakraborty,22,Female,MCA,2,78.81,7.82,86.7,21,0,Excellent,8.5
SEM2_0802,Indrajit Tak,24,Male,MCA,2,95.0,9.57,62.8,11,4,At-risk,7.42
SEM2_0803,Manthan Chana,27,Female,MCA,2,88.04,9.04,64.5,28,2,Average,9.66
SEM2_0804,Yasti Borde,24,Female,MCA,2,85.23,8.33,61.3,16,3,At-risk,8.75
SEM2_0805,Harrison Kunda,27,Male,MCA,2,66.87,6.53,80.7,17,1,Average,6.8
