student_id,student_name,age,gender,course,semester,ug_percentage,ug_cgpa,attendance_percent,internal_score,backlogs,performance,sem1_sgpa,sem2_sgpa
SEM3_0498,Yashoda Chaudhary,25,Male,MCA,3,74.07,7.54,88.2,21,2,Average,7.73,6.85
SEM3_0499,Diya Sundaram,21,Female,MCA,3,55.5,5.21,81.3,20,1,Average,7.99,8.65
SEM3_0500,Gaurang Grewal,22,Male,MCA,3,73.94,7.32,80.2,20,2,Average,7.83,7.06
SEM3_0501,Rushil Tella,28,Female,MCA,3,45.0,4.5,87.9,25,0,Average,7.62,7.41
SEM3_0502,Tanvi Bains,28,Female,MCA,3,63.11,6.35,82.5,17,1,Average,8.55,8.47
SEM3_0503,Balveer Kota,26,Female,MCA,3,91.8,9.25,80.8,24,1,Average,7.47,7.48
SEM3_0504,Dalaja Nath,27,Male,MCA,3,70.14,6.15,61.0,18,0,Average,8.92,8.94
SEM3_0505,Vrishti Ramaswamy,25,Male,MCA,3,86.88,8.88,90.5,22,0,Excellent,8.87,8.67
SEM3_0506,Naksh Badami,26,Male,MCA,3,60.53,6.25,69.5,22,1,Average,8.43,8.42
SEM3_0507,Idika Pandey,28,Female,MCA,3,85.96,7.87,88.0,12,4,At-risk,8.29,8.07
SEM3_0508,Isha Mittal,23,Male,MCA,3,73.23,7.05,74.1,19,0,Average,7.86,8.36
SEM3_0509,Warinder Thaker,26,Male,MCA,3,86.91,9.17,75.7,13,1,Average,7.46,6.77
SEM3_0510,Anya Bhatia,23,Male,MCA,3,91.75,8.92,81.9,25,0,Excellent,9.25,9.47
SEM3_0511,Aarini Ram,22,Female,MCA,3,79.77,7.59,71.5,21,0,Excellent,8.48,9.06
SEM3_0512,Ayushman Mammen,24,Male,MCA,3,83.13,7.71,70.2,18,2,Average,8.69,8.81
SEM3_0513,Umang Doshi,26,Female,MCA,3,79.9,8.18,69.4,14,1,Average,6.77,6.69
SEM3_0514,Harita Ramaswamy,22,Female,MCA,3,60.76,6.0,90.4,27,1,Average,7.36,7.01
SEM3_0515,Laksh Chahal,22,Female,MCA,3,69.43,7.28,72.1,16,0,Average,7.29,7.58
SEM3_0516,Lavanya Verma,23,Male,MCA,3,75.99,7.49,78.2,23,0,Excellent,8.61,8.77
SEM3_0517,Utkarsh Sahni,25,Female,MCA,3,73.62,7.09,83.1,19,0,Average,7.47,7.02
SEM3_0518,Wridesh Dua,22,Male,MCA,3,56.36,5.26,78.1,22,0,Average,7.85,8.16
SEM3_0519,Pooja Muni,21,Female,MCA,3,78.53,8.02,71.0,17,0,Average,7.78,7.56
SEM3_0520,Forum Sen,24,Female,MCA,3,90.5,9.01,85.8,22,0,Excellent,8.87,8.62
SEM3_0521,Karan Jhaveri,23,Male,MCA,3,93.01,9.72,86.4,17,0,Average,8.25,7.7
SEM3_0522,Lakshit Jain,21,Female,MCA,3,60.09,6.61,85.9,24,0,Average,8.65,7.97
SEM3_0523,Lakshit More,27,Male,MCA,3,78.87,8.17,71.0,21,2,Average,8.8,8.85
SEM3_0524,Krishna Sani,23,Female,MCA,3,67.83,6.75,89.8,14,2,Average,7.81,8.19
SEM3_0525,Maanav Dugar,23,Male,MCA,3,61.99,6.76,94.1,17,0,Excellent,8.75,8.75
SEM3_0526,Eesha Bir,25,Male,MCA,3,86.0,9.01,61.2,19,1,Average,7.52,7.54
SEM3_0527,Jagat Gour,28,Female,MCA,3,81.26,8.1,97.5,17,0,Average,6.8,6.04
SEM3_0528,Eesha Dhingra,24,Female,MCA,3,76.61,8.02,84.8,23,2,Average,8.86,8.76
SEM3_0529,Ayushman Nagar,27,Male,MCA,3,93.12,9.49,89.3,27,0,Excellent,8.48,8.82
SEM3_0530,Odika Sabharwal,27,Male,MCA,3,65.78,6.37,76.1,13,1,Average,7.42,7.82
SEM3_0531,Chavvi Savant,27,Female,MCA,3,71.66,6.9,83.3,16,0,Average,7.3,7.34
SEM3_0532,Anusha Doshi,21,Female,MCA,3,65.57,6.7,78.3,23,2,Average,8.12,7.99
SEM3_0533,Raghav Chhabra,26,Female,MCA,3,60.67,6.09,81.5,22,3,At-risk,7.16,7.0
SEM3_0534,Karan Goyal,25,Female,MCA,3,74.26,7.3,98.1,21,1,Average,6.96,6.96
SEM3_0535,Atharv Loke,21,Male,MCA,3,46.09,4.5,72.4,18,2,Average,7.54,7.48
SEM3_0536,Vihaan Kata,22,Male,MCA,3,56.37,5.48,78.6,26,0,Excellent,8.43,8.41
SEM3_0537,Vihaan Bal,28,Male,MCA,3,68.49,6.68,76.6,17,0,Average,7.46,8.06
SEM3_0538,Jagrati Buch,25,Female,MCA,3,58.87,5.79,93.7,16,0,Average,7.81,8.32
SEM3_0539,Vansha Desai,24,Male,MCA,3,53.6,5.94,88.5,18,0,Average,7.9,7.44
SEM3_0540,Yadavi Singh,22,Female,MCA,3,67.17,6.33,79.5,7,5,At-risk,5.77,6.26
SEM3_0541,Kashvi Gour,25,Male,MCA,3,72.32,7.61,81.0,17,0,Average,7.47,7.27
SEM3_0542,Lila Swamy,27,Male,MCA,3,87.04,8.43,68.2,21,0,Excellent,8.69,8.62
SEM3_0543,Urvi Devan,27,Female,MCA,3,76.61,7.11,100.0,19,0,Average,7.75,7.56
SEM3_0544,Nihal Hans,22,Female,MCA,3,73.14,8.07,76.5,20,2,Average,7.87,7.53
SEM3_0545,Upkaar Bali,23,Male,MCA,3,79.08,8.6,88.6,13,4,At-risk,6.84,6.74
SEM3_0546,Nilima Aurora,23,Female,MCA,3,64.95,6.96,82.5,23,0,Average,8.41,8.43
SEM3_0547,Anamika Sachar,22,Male,MCA,3,91.62,8.56,89.0,24,0,Excellent,7.91,8.11
SEM3_0548,Tristan Jain,22,Male,MCA,3,71.52,6.98,72.9,9,2,At-risk,6.91,6.95
SEM3_0549,Samarth Bhatti,25,Male,MCA,3,75.64,7.45,64.0,23,0,Average,7.7,7.18
SEM3_0550,Peter Sarna,22,Male,MCA,3,68.64,6.84,77.4,17,3,At-risk,8.26,8.47
SEM3_0551,Vrishti Nair,27,Female,MCA,3,85.55,8.41,69.5,23,2,Average,9.28,9.66
SEM3_0552,Tanvi Koshy,25,Male,MCA,3,59.85,6.23,94.2,20,1,Average,8.32,8.14
SEM3_0553,Prisha Ravel,21,Male,MCA,3,71.87,7.26,66.5,19,0,Average,7.97,7.97
SEM3_0554,Benjamin Rai,22,Female,MCA,3,80.87,7.47,71.5,26,0,Excellent,8.76,8.21
SEM3_0555,Dhriti Ramesh,25,Male,MCA,3,78.27,8.28,77.2,18,0,Average,6.81,6.71
SEM3_0556,Balvan Verma,26,Female,MCA,3,59.06,6.44,70.8,21,1,Average,7.11,7.44
SEM3_0557,Ikbal Seth,25,Female,MCA,3,52.98,4.51,78.5,22,2,Average,7.89,7.32
SEM3_0558,Tanmayi Basak,23,Female,MCA,3,65.61,6.75,82.8,23,1,Average,7.61,7.43
SEM3_0559,Yatan Venkataraman,26,Female,MCA,3,57.62,5.21,100.0,30,1,Excellent,9.38,9.65
SEM3_0560,Meghana Baral,21,Male,MCA,3,67.07,6.59,87.2,21,1,Average,8.16,7.87
SEM3_0561,Lila Varty,23,Male,MCA,3,93.83,9.51,100.0,23,0,Excellent,8.83,9.2
SEM3_0562,Chandran Gupta,24,Male,MCA,3,58.02,6.3,82.0,23,1,Average,7.98,7.6
SEM3_0563,Bishakha Sarraf,22,Female,MCA,3,65.21,6.47,84.6,20,0,Average,8.01,7.98
SEM3_0564,Mitali Modi,26,Male,MCA,3,65.5,6.45,71.6,26,0,Excellent,8.0,8.21
SEM3_0565,Bhavika Shenoy,26,Male,MCA,3,79.85,7.37,78.6,21,0,Excellent,9.41,9.32
SEM3_0566,Ojas Sami,21,Male,MCA,3,68.57,7.22,83.0,13,3,At-risk,6.92,7.94
SEM3_0567,Chaitaly Bhagat,28,Female,MCA,3,66.84,6.62,100.0,21,0,Average,7.7,7.3
SEM3_0568,Zansi Dhar,28,Male,MCA,3,68.03,7.02,79.9,27,0,Excellent,9.0,8.7
SEM3_0569,Ubika Seth,26,Male,MCA,3,70.12,6.51,93.6,19,0,Excellent,8.26,8.5
SEM3_0570,Gautam Tella,24,Male,MCA,3,60.83,6.06,85.2,23,3,Average,9.4,9.8
SEM3_0571,Isaiah Gole,27,Female,MCA,3,72.34,7.37,72.8,17,0,Average,7.58,6.68
SEM3_0572,Krishna Ramaswamy,22,Male,MCA,3,75.21,7.72,76.9,19,0,Average,7.12,7.57
SEM3_0573,Odika Naik,25,Male,MCA,3,73.4,7.85,76.1,20,0,Excellent,8.52,8.64
SEM3_0574,Shravya Bakshi,21,Male,MCA,3,71.63,7.17,83.1,12,4,At-risk,6.92,6.33
SEM3_0575,Praneel Setty,23,Male,MCA,3,72.48,7.88,64.3,12,4,At-risk,7.21,7.82
SEM3_0576,Saksham Sha,21,Female,MCA,3,77.54,7.73,88.5,22,0,Average,7.82,7.8
SEM3_0577,Gautam Krishna,23,Male,MCA,3,79.25,8.43,68.6,19,0,Average,7.53,7.18
SEM3_0578,Ekiya Gade,25,Male,MCA,3,60.94,5.8,76.8,13,0,Average,7.04,6.72
SEM3_0579,Jatin Chand,22,Male,MCA,3,67.87,7.25,80.4,27,0,Excellent,7.88,7.4
SEM3_0580,Ishaan Sengupta,23,Male,MCA,3,74.93,7.5,89.4,19,1,Average,7.93,7.66
SEM3_0581,Janani Chada,22,Female,MCA,3,81.44,8.04,69.1,17,1,Average,8.4,7.84
SEM3_0582,Leena Vaidya,22,Male,MCA,3,61.8,6.95,63.1,15,0,Average,7.72,7.5
SEM3_0583,Nathaniel Radhakrishnan,21,Male,MCA,3,81.12,8.35,76.5,28,0,Excellent,8.47,8.07
SEM3_0584,Lajita Bassi,25,Male,MCA,3,71.86,7.14,72.2,15,3,At-risk,7.52,7.5
SEM3_0585,Onkar Nayak,27,Female,MCA,3,81.81,7.57,88.9,24,1,Average,8.23,7.67
SEM3_0586,Mason Gaba,27,Male,MCA,3,68.92,7.08,94.1,30,0,Excellent,8.85,8.18
SEM3_0587,Maanav Gola,27,Female,MCA,3,87.99,9.0,72.1,16,0,Average,8.2,7.83
SEM3_0588,Charan Saini,25,Male,MCA,3,63.9,7.0,96.1,18,0,Average,7.67,7.5
SEM3_0589,Darika More,28,Male,MCA,3,73.39,7.08,87.9,14,1,Average,7.85,8.04
SEM3_0590,Sanaya Mani,27,Male,MCA,3,75.54,8.2,75.9,19,1,Average,7.52,6.98
SEM3_0591,Pratyush Dalal,21,Male,MCA,3,80.64,7.68,70.4,13,1,Average,7.31,7.93
SEM3_0592,Karan Jain,26,Male,MCA,3,82.83,8.81,64.3,25,0,Excellent,9.49,9.8
SEM3_0593,Aarush Kulkarni,25,Female,MCA,3,64.08,6.26,99.6,30,2,Excellent,9.73,9.8
SEM3_0594,Advik Shanker,26,Male,MCA,3,64.02,6.46,67.1,12,1,Average,7.31,7.73
SEM3_0595,Widisha Tara,22,Male,MCA,3,82.74,8.62,86.5,23,0,Excellent,8.97,8.55
SEM3_0596,Abdul Tak,27,Female,MCA,3,90.96,8.91,77.9,23,0,Excellent,8.6,8.47
SEM3_0597,Wazir Kalla,25,Female,MCA,3,84.31,8.16,79.2,23,1,Average,7.85,7.12
SEM3_0598,Vamakshi Setty,26,Female,MCA,3,79.0,8.11,79.2,17,0,Excellent,8.82,8.73
SEM3_0599,Nimrat Sathe,24,Female,MCA,3,72.82,7.72,90.2,21,0,Average,8.03,7.78
SEM3_0600,Fariq Ahuja,28,Female,MCA,3,70.95,6.91,79.3,28,2,Average,9.5,9.63
SEM3_0601,Yash Mall,26,Female,MCA,3,77.89,8.05,87.2,26,0,Excellent,9.1,9.46
SEM3_0602,Sarthak Bawa,24,Male,MCA,3,84.67,8.95,84.2,15,0,Average,7.28,7.34
SEM3_0603,Qasim Divan,26,Female,MCA,3,74.97,7.83,88.7,8,2,At-risk,6.91,6.02
SEM3_0604,Christopher Palla,22,Female,MCA,3,79.67,7.86,83.5,21,1,Average,7.86,8.5
SEM3_0605,Balhaar Dhillon,23,Male,MCA,3,63.29,6.09,88.0,18,0,Average,6.8,6.61
SEM3_0606,Bachittar Misra,27,Male,MCA,3,74.49,7.43,62.4,21,0,Average,9.03,8.6
SEM3_0607,Garima Chahal,25,Female,MCA,3,81.94,8.83,83.8,15,0,Average,7.79,8.1
SEM3_0608,Chandran Chopra,28,Male,MCA,3,74.07,6.62,65.7,21,2,Average,8.2,8.09
SEM3_0609,Omaja Gokhale,25,Female,MCA,3,79.77,8.05,100.0,26,0,Average,7.98,7.46
SEM3_0610,Neel Mane,24,Female,MCA,3,76.58,7.14,77.6,18,0,Average,8.25,7.94
SEM3_0611,Peter Shah,26,Female,MCA,3,83.81,8.24,82.2,27,0,Average,7.69,7.4
SEM3_0612,Jagvi Banik,26,Male,MCA,3,75.12,7.47,72.9,18,0,Average,7.91,8.62
SEM3_0613,Girik Mistry,23,Male,MCA,3,68.73,7.13,91.7,20,0,Excellent,8.92,9.07
SEM3_0614,Ekantika Pillay,22,Female,MCA,3,56.3,5.93,60.5,17,1,Average,7.79,7.87
SEM3_0615,Ladli Bir,24,Male,MCA,3,76.09,7.76,69.4,8,0,Average,7.25,6.98
SEM3_0616,Prisha Bhattacharyya,22,Male,MCA,3,62.87,5.93,75.7,27,1,Excellent,8.95,9.0
SEM3_0617,Brinda Sinha,24,Female,MCA,3,86.44,8.91,89.1,27,2,Average,8.65,8.14
SEM3_0618,Krish Dara,24,Male,MCA,3,69.89,7.18,74.5,15,3,At-risk,6.75,7.39
SEM3_0619,Anvi Narayan,27,Female,MCA,3,67.72,6.32,75.7,18,0,Average,7.94,8.0
SEM3_0620,Odika Vohra,21,Male,MCA,3,76.35,6.78,71.4,17,0,Average,6.91,7.47
SEM3_0621,Shaurya Kadakia,21,Male,MCA,3,77.04,7.73,88.2,19,0,Average,8.26,8.65
SEM3_0622,Dalbir Chopra,27,Male,MCA,3,79.03,8.18,82.1,21,1,Average,8.17,8.03
SEM3_0623,Gagan Sule,22,Female,MCA,3,60.19,6.0,95.7,18,0,Average,6.97,6.81
SEM3_0624,Bhavna Sane,28,Female,MCA,3,64.9,6.44,73.6,11,1,At-risk,6.54,6.19
SEM3_0625,Edhitha Lad,22,Female,MCA,3,75.85,7.68,81.7,17,0,Average,8.27,7.66
SEM3_0626,Irya Dayal,25,Female,MCA,3,63.16,6.59,62.7,23,2,Average,7.76,8.11
SEM3_0627,Watika Venkatesh,28,Female,MCA,3,79.44,7.76,80.6,24,0,Excellent,8.63,9.18
SEM3_0628,Widisha Tailor,24,Male,MCA,3,69.93,7.03,82.5,21,0,Average,7.96,7.67
SEM3_0629,Pranit Kaul,23,Female,MCA,3,69.94,7.36,72.3,15,1,Average,7.64,7.41
SEM3_0630,Bina Hari,27,Female,MCA,3,86.08,8.87,86.6,11,4,At-risk,8.08,7.6
SEM3_0631,Aarav Dani,21,Female,MCA,3,84.6,8.53,91.8,18,0,Excellent,8.29,8.36
SEM3_0632,Arjun Shroff,22,Male,MCA,3,68.55,7.25,70.1,18,0,Average,7.12,6.83
SEM3_0633,Jacob Johal,25,Male,MCA,3,68.85,6.38,78.9,30,1,Average,8.12,7.47
SEM3_0634,Oeshi Sachdev,27,Male,MCA,3,68.41,6.53,86.2,20,0,Average,7.94,8.37
SEM3_0635,Chakradev Nath,21,Male,MCA,3,67.02,6.52,78.5,16,1,Average,8.23,8.66
SEM3_0636,Inaya Kala,26,Male,MCA,3,79.7,8.23,82.7,26,1,Average,8.25,8.33
SEM3_0637,Advay Jaggi,24,Male,MCA,3,87.54,8.55,88.5,21,0,Average,7.23,8.06
SEM3_0638,Baghyawati Kumar,22,Female,MCA,3,78.07,8.1,69.3,23,0,Excellent,8.78,8.85
SEM3_0639,Ekansh Morar,22,Male,MCA,3,81.96,8.08,74.7,20,0,Excellent,9.3,9.8
SEM3_0640,Charita Toor,28,Female,MCA,3,92.18,8.77,82.4,17,0,Average,8.11,7.93
SEM3_0641,Ekiya Ahuja,25,Male,MCA,3,59.88,5.72,79.4,28,1,Excellent,7.85,8.06
SEM3_0642,Ishaan Nath,27,Female,MCA,3,76.08,7.32,89.2,19,1,Average,8.01,7.76
SEM3_0643,Harita Randhawa,26,Female,MCA,3,75.8,7.15,76.7,25,2,Average,9.0,9.32
SEM3_0644,Ayush Gill,28,Female,MCA,3,80.63,8.67,78.0,27,3,Average,9.12,9.55
SEM3_0645,Rishi Narayanan,27,Male,MCA,3,89.21,8.64,73.0,18,1,Average,7.74,8.17
SEM3_0646,Hamsini Srinivas,22,Female,MCA,3,95.0,9.6,84.6,24,1,Average,8.56,7.87
SEM3_0647,Urvi Banik,26,Female,MCA,3,83.74,8.57,67.7,22,0,Average,8.5,8.36
SEM3_0648,Laban Subramaniam,24,Male,MCA,3,58.68,5.93,80.2,24,1,Average,8.45,8.13
SEM3_0649,Nachiket Sharma,26,Male,MCA,3,61.76,6.21,74.6,21,0,Average,7.68,7.44
SEM3_0650,Gautami Shere,23,Female,MCA,3,71.24,7.06,70.2,17,1,Average,7.03,6.76
SEM3_0651,Odika Bhalla,22,Female,MCA,3,72.47,7.65,77.8,22,0,Excellent,8.14,9.29
SEM3_0652,Chandani Mutti,24,Male,MCA,3,83.26,8.01,91.3,15,4,At-risk,7.07,6.81
SEM3_0653,Anirudh Joshi,22,Female,MCA,3,66.98,6.43,62.8,26,1,Average,8.56,8.53
SEM3_0654,Garima Pandya,21,Male,MCA,3,66.99,6.84,68.6,14,1,Average,7.44,7.63
SEM3_0655,Dominic Dixit,28,Female,MCA,3,72.53,7.38,79.2,23,0,Average,8.22,7.22
SEM3_0656,Avni Balasubramanian,23,Male,MCA,3,45.0,4.5,63.5,30,3,Average,8.2,8.01
SEM3_0657,Harinakshi Prashad,23,Male,MCA,3,64.09,6.19,75.1,11,2,Average,7.27,7.75
SEM3_0658,Noah Ramachandran,21,Female,MCA,3,73.54,7.98,61.6,17,2,Average,8.23,8.94
SEM3_0659,Rachit Dada,28,Male,MCA,3,95.0,9.18,81.6,26,0,Excellent,9.29,9.53
SEM3_0660,Darika Murty,28,Male,MCA,3,64.6,6.2,79.3,12,0,Average,8.15,7.89
SEM3_0661,Azad Magar,27,Female,MCA,3,72.08,7.03,80.5,17,0,Average,6.79,6.68
SEM3_0662,Odika Chadha,24,Male,MCA,3,64.88,5.83,76.6,21,3,At-risk,7.84,8.37
SEM3_0663,Watika Khanna,21,Female,MCA,3,63.8,6.15,78.1,21,1,Average,8.18,7.52
SEM3_0664,Kamya Seth,27,Female,MCA,3,48.11,4.5,71.7,25,1,Average,8.43,8.66
SEM3_0665,Chasmum Kalita,23,Female,MCA,3,67.93,6.96,76.2,22,1,Average,8.26,8.44
SEM3_0666,Chasmum Gill,27,Male,MCA,3,66.73,6.88,75.2,23,2,Average,7.79,7.18
SEM3_0667,Isaac Prasad,27,Female,MCA,3,75.73,7.23,89.1,24,0,Excellent,8.17,9.09
SEM3_0668,Baljiwan Jaggi,24,Female,MCA,3,73.9,7.3,62.3,25,1,Excellent,8.38,8.64
SEM3_0669,George Sawhney,27,Male,MCA,3,71.4,6.96,98.8,18,0,Excellent,8.55,8.38
SEM3_0670,Yashawini Bakshi,28,Female,MCA,3,61.36,5.66,72.1,19,0,Average,6.86,7.15
SEM3_0671,Vasudha Tella,26,Male,MCA,3,74.69,7.98,78.6,22,3,Average,8.49,9.05
SEM3_0672,Mitesh Gupta,22,Male,MCA,3,87.93,8.65,72.8,17,0,Average,7.72,8.34
SEM3_0673,Harini Sule,23,Male,MCA,3,92.98,9.36,74.9,18,0,Average,7.72,7.02
SEM3_0674,Dayita Narang,24,Female,MCA,3,66.78,6.45,82.0,12,2,Average,7.6,7.37
SEM3_0675,Luke Chaudhari,23,Female,MCA,3,61.92,6.25,76.0,21,1,Average,7.83,7.14
SEM3_0676,Zaitra Deo,25,Female,MCA,3,67.45,7.07,82.8,19,3,Average,8.8,8.96
SEM3_0677,Samesh Bansal,25,Female,MCA,3,53.34,5.5,100.0,21,0,Average,8.09,7.65
SEM3_0678,Tripti Ram,26,Female,MCA,3,64.72,6.7,83.9,22,0,Average,8.1,8.06
SEM3_0679,Jack Agrawal,23,Male,MCA,3,72.72,7.38,75.5,21,0,Average,7.57,8.63
SEM3_0680,Deepa Basu,27,Male,MCA,3,79.21,7.4,70.6,21,0,Average,7.62,8.57
SEM3_0681,Gagan Nath,28,Female,MCA,3,50.96,5.11,85.5,24,0,Excellent,8.67,8.85
SEM3_0682,Unni Batra,25,Female,MCA,3,62.93,6.45,81.4,22,0,Average,8.07,7.8
SEM3_0683,Harshil Verma,21,Female,MCA,3,92.6,9.33,89.4,21,0,Excellent,9.02,9.14
SEM3_0684,Devika Bajaj,28,Male,MCA,3,60.9,5.86,63.3,24,1,Average,7.99,7.79
SEM3_0685,Devika Kadakia,24,Female,MCA,3,57.57,5.86,98.6,18,0,Average,8.03,8.37
SEM3_0686,Ekani Iyer,24,Female,MCA,3,61.81,7.01,88.8,11,4,At-risk,6.99,7.54
SEM3_0687,Reyansh Mangat,21,Female,MCA,3,78.42,7.54,71.5,21,0,Average,7.68,7.53
SEM3_0688,Aradhana Walia,25,Female,MCA,3,74.17,6.88,81.8,17,0,Average,7.03,7.29
SEM3_0689,Eiravati Sastry,25,Male,MCA,3,73.86,7.5,95.9,20,1,Average,7.83,7.06
SEM3_0690,Jacob Mahajan,25,Male,MCA,3,81.02,8.1,87.4,20,0,Average,7.5,7.43
SEM3_0691,Manthan Dugar,24,Male,MCA,3,67.3,6.36,78.3,25,2,Average,7.54,7.64
SEM3_0692,Anusha Contractor,24,Female,MCA,3,78.74,8.03,71.3,20,1,Average,7.77,8.29
SEM3_0693,Alexander Varkey,26,Female,MCA,3,75.24,6.83,83.4,30,1,Excellent,9.8,9.46
SEM3_0694,Harsh Jhaveri,27,Male,MCA,3,63.8,6.28,78.4,18,1,Average,7.45,7.05
SEM3_0695,Inaya Nagar,25,Female,MCA,3,61.62,6.24,77.8,19,0,Average,7.15,6.72
SEM3_0696,Anika Dhaliwal,27,Male,MCA,3,89.83,8.69,76.5,15,0,Average,7.75,7.72
SEM3_0697,Bhanumati Konda,22,Female,MCA,3,74.2,6.92,84.8,23,0,Average,7.71,7.56
SEM3_0698,Onveer Bobal,24,Female,MCA,3,71.4,7.37,71.4,17,0,Average,7.71,8.44
SEM3_0699,Deepa Nigam,24,Female,MCA,3,55.93,5.49,91.1,16,0,Average,8.25,8.42
SEM3_0700,Sachi Bedi,24,Female,MCA,3,67.91,6.37,68.1,18,1,Average,6.66,6.91
SEM3_0701,Kalpit Balakrishnan,27,Female,MCA,3,78.13,8.04,73.2,21,0,Average,8.02,8.05
SEM3_0702,Urishilla Bedi,22,Male,MCA,3,52.74,5.56,65.5,18,0,Average,6.8,7.2
SEM3_0703,Hitesh Rajagopal,24,Female,MCA,3,67.76,6.43,83.9,18,1,Average,8.1,8.7
SEM3_0704,Chatura Chadha,22,Male,MCA,3,62.77,6.38,88.2,15,4,At-risk,7.01,7.52
SEM3_0705,Pooja Ramanathan,21,Female,MCA,3,82.11,8.47,73.4,12,1,Average,7.7,8.07
SEM3_0706,Praneel Sehgal,28,Female,MCA,3,77.72,8.02,99.2,25,1,Excellent,8.48,8.14
SEM3_0707,Ishani Muni,25,Male,MCA,3,89.41,8.83,77.4,21,0,Excellent,8.56,8.64
SEM3_0708,Gaurangi Hora,27,Female,MCA,3,66.19,6.35,80.2,18,0,Average,6.86,7.47
SEM3_0709,Farhan Shroff,25,Male,MCA,3,70.83,6.85,51.2,16,2,Average,7.89,8.22
SEM3_0710,Karan Chander,23,Male,MCA,3,68.71,6.7,87.0,25,1,Average,7.66,7.3
SEM3_0711,Upadhriti Chatterjee,26,Female,MCA,3,81.63,8.34,72.5,20,0,Average,8.15,7.83
SEM3_0712,Tamanna Mukherjee,27,Male,MCA,3,67.87,7.01,88.0,25,0,Excellent,7.53,8.31
SEM3_0713,Udyati Singhal,28,Female,MCA,3,75.48,7.65,70.6,23,0,Average,7.29,7.07
SEM3_0714,Vincent Kapur,23,Female,MCA,3,93.67,9.25,84.0,17,1,Average,6.86,6.89
SEM3_0715,Maanas Kuruvilla,26,Male,MCA,3,94.13,9.49,81.5,18,2,Average,7.57,7.95
SEM3_0716,Januja Ramanathan,22,Female,MCA,3,63.07,6.74,76.6,27,0,Average,7.46,7.61
SEM3_0717,Qadim Narayanan,25,Female,MCA,3,84.17,7.88,76.5,20,0,Average,6.47,6.19
SEM3_0718,Ekta Setty,28,Female,MCA,3,63.82,6.14,100.0,14,2,Average,6.59,6.79
SEM3_0719,Vinaya Balan,24,Female,MCA,3,79.89,8.38,92.4,9,3,At-risk,7.52,7.44
SEM3_0720,Dhruv Soman,21,Female,MCA,3,69.57,6.69,100.0,24,0,Excellent,9.59,9.02
SEM3_0721,Isaiah Panchal,21,Male,MCA,3,78.71,7.75,84.3,14,3,At-risk,6.73,6.85
SEM3_0722,Varenya Shenoy,21,Male,MCA,3,68.61,7.11,69.2,11,12,At-risk,5.9,5.59
SEM3_0723,Onkar Mandal,24,Male,MCA,3,54.08,4.91,83.5,18,0,Average,7.03,6.89
SEM3_0724,Ijaya Datta,25,Male,MCA,3,87.45,8.38,74.7,22,0,Average,8.67,8.55
SEM3_0725,Yashoda Chauhan,26,Female,MCA,3,71.12,6.79,66.8,26,0,Excellent,9.04,8.92
SEM3_0726,Nidra Chhabra,23,Female,MCA,3,78.16,7.96,66.1,26,0,Excellent,8.52,8.33
SEM3_0727,Eshana Bobal,24,Male,MCA,3,58.62,5.78,89.8,15,1,Average,6.78,6.0
SEM3_0728,Chasmum Walia,23,Male,MCA,3,81.93,8.76,87.2,17,1,Average,8.09,8.28
SEM3_0729,Triya Rattan,22,Male,MCA,3,72.08,6.74,93.6,12,3,At-risk,8.36,9.23
SEM3_0730,Odika Khare,26,Female,MCA,3,66.01,6.51,88.0,19,2,Average,8.27,8.59
SEM3_0731,Yagnesh Dutt,25,Male,MCA,3,70.32,6.99,79.4,21,1,Average,7.47,7.78
SEM3_0732,Vasatika Rajagopalan,27,Female,MCA,3,86.03,8.75,71.8,24,0,Average,8.33,7.15
SEM3_0733,Dominic Oak,25,Female,MCA,3,71.35,7.74,77.3,21,0,Average,8.75,8.32
SEM3_0734,Sathvik Sankar,27,Female,MCA,3,86.54,8.59,70.8,23,0,Average,6.62,6.81
SEM3_0735,Radhika Oommen,27,Male,MCA,3,55.54,5.88,80.0,20,2,Average,8.4,8.36
SEM3_0736,Warinder Ghose,26,Female,MCA,3,62.94,6.31,75.0,15,0,Average,6.88,7.07
SEM3_0737,Faras Sur,23,Male,MCA,3,65.35,6.49,99.8,23,3,Average,8.54,8.47
SEM3_0738,Ishwar Sheth,23,Female,MCA,3,65.12,6.34,70.2,14,1,Average,8.41,7.99
SEM3_0739,Eshana Chatterjee,25,Male,MCA,3,68.15,6.97,80.3,14,2,Average,8.3,8.3
SEM3_0740,Sai Goda,25,Male,MCA,3,80.19,8.52,86.8,29,1,Excellent,8.84,9.36
SEM3_0741,Darika Ravi,22,Male,MCA,3,70.93,6.84,78.8,22,2,Average,8.39,8.19
SEM3_0742,Ekaraj Chopra,28,Male,MCA,3,72.82,6.94,87.0,14,4,At-risk,6.06,5.53
SEM3_0743,Ladli Narang,24,Male,MCA,3,61.13,6.24,69.5,26,2,Average,7.27,7.31
SEM3_0744,Warda Bhat,26,Female,MCA,3,75.43,7.81,68.4,18,0,Average,7.97,8.39
SEM3_0745,Gautam Kalla,26,Male,MCA,3,82.1,8.14,87.7,14,2,Average,7.32,7.83
SEM3_0746,Liam Acharya,27,Male,MCA,3,95.0,9.46,94.4,16,0,Excellent,8.5,9.42
SEM3_0747,Manan Dixit,27,Male,MCA,3,52.81,5.21,74.5,18,0,Average,7.95,8.88
