student_id,student_name,age,gender,course,semester,ug_percentage,ug_cgpa,attendance_percent,internal_score,backlogs,performance,sem1_sgpa,sem2_sgpa,sem3_sgpa
SEM4_0465,Adya Lalla,22,Female,MCA,4,72.36,6.71,78.8,19,0,Average,6.88,7.19,7.06
SEM4_0466,Zansi Munshi,22,Female,MCA,4,74.27,7.79,85.8,26,0,Excellent,8.96,9.15,8.85
SEM4_0467,Rajata Gala,21,Male,MCA,4,86.47,8.45,93.3,23,0,Excellent,8.93,9.14,9.51
SEM4_0468,Diya Swamy,28,Female,MCA,4,80.02,7.72,75.2,8,3,At-risk,7.85,7.84,7.57
SEM4_0469,Matthew Sarraf,26,Female,MCA,4,80.17,8.0,63.4,16,0,Average,7.99,8.02,7.66
SEM4_0470,Chatresh Gulati,27,Female,MCA,4,63.44,6.82,86.6,21,1,Average,7.1,7.46,7.38
SEM4_0471,Manthan Bhagat,28,Female,MCA,4,63.37,6.18,93.9,21,1,Average,7.55,7.42,8.16
SEM4_0472,Victor Goswami,25,Female,MCA,4,80.72,7.93,78.7,26,0,Excellent,7.79,7.95,8.59
SEM4_0473,Balendra Singhal,26,Female,MCA,4,51.34,5.29,94.6,15,3,Average,8.82,8.77,8.66
SEM4_0474,Abha Gade,26,Female,MCA,4,71.16,7.38,81.7,22,1,Average,8.68,7.98,8.05
SEM4_0475,Unni Sarin,27,Male,MCA,4,63.03,5.76,89.0,22,0,Average,7.41,6.97,6.62
SEM4_0476,Jack Talwar,25,Male,MCA,4,83.86,8.62,71.2,28,2,Average,8.42,8.21,8.38
SEM4_0477,Banjeet Sathe,28,Male,MCA,4,75.23,7.75,64.4,16,0,Average,8.12,8.35,8.77
SEM4_0478,Ishanvi Sundaram,27,Male,MCA,4,78.42,8.76,57.5,19,0,Average,8.28,8.38,7.99
SEM4_0479,Tanvi Tailor,26,Female,MCA,4,64.24,6.77,97.6,20,1,Excellent,9.25,9.64,9.67
SEM4_0480,Isaiah Divan,21,Female,MCA,4,52.01,5.26,70.6,25,0,Average,8.51,7.93,8.11
SEM4_0481,Jatin Palla,22,Male,MCA,4,59.99,5.92,79.1,17,0,Average,7.11,7.23,6.99
SEM4_0482,Girik Jani,22,Male,MCA,4,76.97,7.42,63.9,25,0,Average,7.0,7.27,7.04
SEM4_0483,Bhanumati Gole,27,Male,MCA,4,76.03,7.54,85.5,21,0,Excellent,8.42,8.73,8.17
SEM4_0484,Om Trivedi,27,Female,MCA,4,72.89,7.83,66.3,17,0,Average,7.15,7.65,7.95
SEM4_0485,Anjali Kala,22,Female,MCA,4,86.71,8.28,76.5,12,1,Average,6.99,7.48,7.15
SEM4_0486,Aayush Vora,26,Male,MCA,4,73.0,7.09,67.3,11,3,At-risk,6.61,6.39,6.63
SEM4_0487,Pranit Saha,25,Male,MCA,4,72.2,7.02,77.6,20,1,Average,6.57,6.23,5.87
SEM4_0488,Faraj Koshy,21,Male,MCA,4,72.6,7.17,75.5,23,2,Average,8.23,8.3,8.18
SEM4_0489,Wishi Chandra,27,Female,MCA,4,53.79,5.12,74.3,20,0,Average,7.58,7.68,7.74
SEM4_0490,Falguni Bal,22,Female,MCA,4,71.09,6.82,88.2,23,2,Average,8.69,8.47,8.84
SEM4_0491,Bhavani Dara,27,Male,MCA,4,77.51,7.82,88.5,17,1,Average,6.91,7.35,6.64
SEM4_0492,Meera Prakash,21,Female,MCA,4,75.98,7.46,71.4,27,2,Average,8.24,8.18,8.29
SEM4_0493,Hitesh Naik,24,Male,MCA,4,71.58,6.85,75.0,24,1,Excellent,8.26,8.48,8.4
SEM4_0494,Mitesh Balakrishnan,27,Male,MCA,4,70.54,6.84,81.9,19,0,Average,7.08,7.98,7.97
SEM4_0495,Finn Sharma,27,Male,MCA,4,59.54,5.37,71.7,19,0,Average,7.67,8.44,8.39
SEM4_0496,Varsha Setty,22,Female,MCA,4,74.3,8.11,87.2,21,1,Average,6.84,6.6,6.71
SEM4_0497,Amruta Ahluwalia,21,Male,MCA,4,66.6,6.31,74.4,15,0,Average,7.29,6.91,7.31
SEM4_0498,Forum Bassi,23,Female,MCA,4,72.64,6.98,62.7,18,0,Average,6.85,6.7,7.31
SEM4_0499,Sneha Nair,26,Female,MCA,4,87.16,8.03,77.4,17,0,Average,6.99,6.43,6.88
SEM4_0500,Kai Kakar,26,Male,MCA,4,72.02,7.8,79.7,14,0,Average,7.16,7.35,7.07
SEM4_0501,Chanakya Mandal,28,Male,MCA,4,75.89,7.64,70.7,23,1,Average,7.38,7.32,7.27
SEM4_0502,Ekantika Bhakta,23,Male,MCA,4,79.82,8.34,76.4,11,0,Average,7.19,6.82,7.16
SEM4_0503,Ekavir Raj,24,Male,MCA,4,95.0,9.0,90.1,27,0,Excellent,9.6,9.38,9.79
SEM4_0504,George Rastogi,25,Female,MCA,4,55.1,4.83,92.5,20,0,Average,7.47,7.31,7.08
SEM4_0505,Aadhya Gokhale,25,Male,MCA,4,52.62,5.65,64.2,25,0,Average,7.01,7.83,7.93
SEM4_0506,Wriddhish Rastogi,27,Male,MCA,4,75.94,7.27,90.0,28,2,Average,8.86,8.15,8.78
SEM4_0507,Gaurav Bail,28,Female,MCA,4,92.14,9.09,78.4,16,0,Average,9.05,8.98,8.58
SEM4_0508,Sathvik Gaba,21,Male,MCA,4,70.71,6.88,82.1,21,0,Average,6.64,7.26,7.99
SEM4_0509,Lipika Rau,21,Male,MCA,4,57.4,5.63,82.6,25,2,Average,8.51,8.74,8.53
SEM4_0510,Bhavani Dube,22,Male,MCA,4,59.3,6.12,89.2,18,1,Average,8.33,7.33,7.84
SEM4_0511,Jai Misra,26,Male,MCA,4,72.47,6.74,70.3,20,1,Average,7.19,7.52,7.29
SEM4_0512,Vritti Sankaran,28,Male,MCA,4,95.0,9.56,79.9,24,0,Excellent,9.39,9.38,9.22
SEM4_0513,Dayita Deep,22,Male,MCA,4,69.68,6.64,86.2,23,1,Excellent,8.42,8.55,9.0
SEM4_0514,Jagrati Char,21,Male,MCA,4,69.22,6.72,87.8,14,1,Average,6.46,6.82,6.91
SEM4_0515,Jhalak Vala,24,Female,MCA,4,84.38,8.37,91.4,17,0,Average,6.66,7.1,7.19
SEM4_0516,Ryan Suri,25,Female,MCA,4,75.82,7.49,75.6,14,0,Average,6.85,6.67,7.53
SEM4_0517,Sanaya Rama,22,Male,MCA,4,60.85,6.14,99.7,14,1,Average,6.85,7.16,7.36
SEM4_0518,Vamakshi Loyal,25,Male,MCA,4,68.32,6.82,88.3,20,3,At-risk,6.72,6.77,7.19
SEM4_0519,Pallavi Chana,24,Male,MCA,4,86.42,8.15,91.4,26,1,Excellent,8.99,8.36,8.24
SEM4_0520,Pahal Pillay,28,Female,MCA,4,64.79,5.84,75.0,18,0,Average,7.67,7.51,7.03
SEM4_0521,Quincy Saraf,27,Male,MCA,4,76.08,7.53,72.7,21,0,Average,8.48,8.31,8.23
SEM4_0522,Pooja Chander,23,Male,MCA,4,64.97,6.66,81.5,25,1,Excellent,8.7,8.59,8.39
SEM4_0523,Banjeet Varghese,22,Male,MCA,4,66.32,6.58,67.1,28,3,Average,8.65,8.32,8.61
SEM4_0524,Harita Sheth,24,Female,MCA,4,69.75,6.25,82.8,11,2,At-risk,6.09,5.82,6.39
SEM4_0525,Udarsh Dubey,24,Female,MCA,4,58.85,7.18,81.4,20,1,Average,6.89,6.58,6.75
SEM4_0526,Warhi Vyas,28,Female,MCA,4,66.32,6.45,67.4,24,1,Average,7.2,7.4,7.48
SEM4_0527,Fiyaz Mannan,25,Male,MCA,4,45.33,4.72,90.6,23,1,Average,8.13,8.66,8.0
SEM4_0528,Upadhriti Sarkar,28,Female,MCA,4,59.89,6.19,80.8,22,0,Average,7.78,7.68,6.8
SEM4_0529,Fariq Sridhar,26,Female,MCA,4,67.7,6.84,79.5,30,0,Excellent,8.8,9.0,8.81
SEM4_0530,Charita Dixit,28,Female,MCA,4,78.23,7.72,81.1,28,0,Excellent,8.86,8.87,8.48
SEM4_0531,Joshua Mital,28,Male,MCA,4,75.1,7.89,92.8,11,4,At-risk,7.6,7.79,7.81
SEM4_0532,Yuvraj Virk,24,Male,MCA,4,87.17,9.03,69.2,26,0,Excellent,8.4,8.3,8.21
SEM4_0533,Prisha Merchant,21,Male,MCA,4,75.58,7.67,64.5,21,0,Average,8.02,7.83,8.01
SEM4_0534,Champak Bose,27,Male,MCA,4,71.63,7.49,97.3,15,0,Average,7.77,7.61,8.06
SEM4_0535,Chakradev Varghese,23,Male,MCA,4,59.21,6.34,67.2,14,0,Average,7.41,7.22,6.79
SEM4_0536,Hritik Uppal,24,Male,MCA,4,68.74,6.94,83.8,26,0,Excellent,7.61,8.19,7.73
SEM4_0537,Pavani Sachar,26,Male,MCA,4,78.52,7.68,78.6,16,0,Excellent,8.97,8.95,9.05
SEM4_0538,Girindra Shetty,26,Male,MCA,4,60.4,6.4,81.8,24,0,Average,7.16,6.91,6.37
SEM4_0539,Zehaan Pant,27,Female,MCA,4,72.28,7.19,78.2,19,3,At-risk,7.69,7.15,7.34
SEM4_0540,Aachal Bumb,25,Male,MCA,4,77.38,7.78,77.3,18,0,Average,7.09,7.53,7.43
SEM4_0541,Yahvi Babu,21,Male,MCA,4,88.2,9.32,72.5,24,0,Excellent,8.26,8.13,8.33
SEM4_0542,Ishaan Shere,28,Male,MCA,4,59.2,5.98,78.8,21,2,Average,7.12,6.98,6.34
SEM4_0543,Praneel Gopal,24,Male,MCA,4,71.78,6.95,81.0,9,2,At-risk,6.09,5.22,5.0
SEM4_0544,Maya Bath,28,Male,MCA,4,67.42,6.31,93.6,14,1,Average,8.6,9.46,9.58
SEM4_0545,Fiyaz Saha,27,Male,MCA,4,71.12,7.04,74.1,15,0,Average,7.66,7.82,8.09
SEM4_0546,Chameli Murthy,28,Female,MCA,4,60.16,6.45,82.9,10,4,At-risk,7.08,7.05,7.02
SEM4_0547,Suhani Sengupta,25,Female,MCA,4,63.8,6.65,85.7,14,0,Average,6.73,6.31,6.72
SEM4_0548,Alka Om,25,Female,MCA,4,75.48,7.65,100.0,18,0,Average,7.52,8.21,7.9
SEM4_0549,Rachit Kakar,24,Male,MCA,4,69.33,7.41,78.3,18,1,Average,7.86,8.62,8.48
SEM4_0550,Qasim Brar,23,Male,MCA,4,86.96,9.22,76.2,23,0,Excellent,9.8,9.8,9.03
SEM4_0551,Aashi Cherian,27,Female,MCA,4,72.72,7.52,80.7,23,0,Excellent,8.18,7.78,8.33
SEM4_0552,Radha Warrior,23,Female,MCA,4,73.21,7.72,77.3,19,0,Average,6.79,6.56,6.61
SEM4_0553,Andrew Ahluwalia,28,Female,MCA,4,68.14,6.86,87.5,25,1,Excellent,9.29,9.8,9.8
SEM4_0554,Megha Dada,21,Female,MCA,4,66.01,6.47,81.5,7,3,At-risk,7.05,7.31,7.61
SEM4_0555,Agastya Garg,25,Male,MCA,4,59.25,5.38,75.8,15,0,Average,7.6,7.84,7.85
SEM4_0556,Vansha Sharma,27,Male,MCA,4,63.77,6.62,81.3,15,1,Average,8.13,8.23,8.54
SEM4_0557,Nidhi Sur,23,Female,MCA,4,63.11,6.79,84.0,15,0,Average,7.39,7.55,7.46
SEM4_0558,Chavvi Patel,21,Female,MCA,4,75.02,6.81,81.2,19,1,Excellent,8.5,9.01,9.7
SEM4_0559,Megha Mittal,26,Female,MCA,4,64.76,6.81,79.4,21,0,Average,7.0,8.02,7.41
SEM4_0560,Gagan Dass,23,Female,MCA,4,79.42,7.72,64.5,21,0,Average,7.37,7.15,7.62
SEM4_0561,Krishna Atwal,25,Male,MCA,4,63.42,6.16,76.1,28,1,Excellent,8.83,8.46,8.66
SEM4_0562,Rayaan Choudhury,23,Female,MCA,4,80.72,7.96,64.5,17,0,Average,8.17,8.14,7.73
SEM4_0563,Amol Guha,22,Female,MCA,4,65.37,6.2,77.8,20,1,Average,6.78,7.11,7.21
SEM4_0564,Avi Kadakia,24,Male,MCA,4,57.06,5.6,78.3,29,1,Average,7.76,7.85,7.54
SEM4_0565,Vasana Dhillon,26,Male,MCA,4,70.64,7.4,77.3,16,0,Average,7.98,8.0,8.85
SEM4_0566,Wyatt Sarin,23,Female,MCA,4,61.54,5.88,67.1,22,0,Average,7.59,7.45,7.2
SEM4_0567,Rayaan Chadha,27,Male,MCA,4,80.47,8.46,90.4,23,1,Average,8.67,8.29,8.43
SEM4_0568,Charvi Sheth,21,Female,MCA,4,58.86,6.46,82.1,16,0,Average,6.81,6.74,7.09
SEM4_0569,Manbir Som,27,Male,MCA,4,91.13,9.49,100.0,21,1,Average,8.02,8.47,7.97
SEM4_0570,Pahal Bains,27,Male,MCA,4,80.5,7.54,74.1,25,0,Excellent,9.16,9.05,8.82
SEM4_0571,Jackson Ganesan,26,Male,MCA,4,84.14,8.57,74.6,21,1,Average,8.4,8.9,8.9
SEM4_0572,Michael Saxena,28,Female,MCA,4,73.93,6.89,73.6,20,0,Average,7.16,6.34,6.04
SEM4_0573,Vedhika Sinha,27,Female,MCA,4,67.07,6.46,90.6,20,0,Average,7.38,7.61,7.83
SEM4_0574,Anmol Sengupta,24,Male,MCA,4,60.93,6.76,61.7,13,4,At-risk,7.59,7.69,7.36
SEM4_0575,Xavier Jaggi,27,Male,MCA,4,75.73,7.09,75.2,24,0,Average,8.1,7.15,6.66
SEM4_0576,Chaitaly Ramanathan,23,Male,MCA,4,75.95,8.13,82.2,22,0,Average,7.88,7.6,7.96
SEM4_0577,Charan Nath,24,Male,MCA,4,69.63,6.94,73.3,15,2,At-risk,7.08,6.88,6.27
SEM4_0578,Abhiram Chauhan,25,Female,MCA,4,68.65,7.19,80.9,30,3,Average,8.4,7.87,8.22
SEM4_0579,Rachana Sagar,23,Female,MCA,4,69.47,6.99,71.1,28,1,Excellent,8.8,8.99,8.79
SEM4_0580,Warhi Mannan,21,Male,MCA,4,76.46,7.79,95.7,13,2,Average,7.78,7.92,8.12
SEM4_0581,Balhaar Sura,28,Female,MCA,4,92.48,9.28,90.3,20,2,Average,8.35,8.69,8.72
SEM4_0582,Mugdha Sunder,25,Female,MCA,4,63.83,5.92,85.9,27,0,Average,8.03,7.69,7.24
SEM4_0583,Yochana Sura,25,Female,MCA,4,63.29,6.63,88.3,22,0,Excellent,9.38,9.18,9.47
SEM4_0584,Vincent Bhat,24,Female,MCA,4,68.97,6.98,89.4,27,0,Excellent,8.4,8.95,8.48
SEM4_0585,Anirudh Sami,21,Female,MCA,4,69.25,7.32,79.4,26,2,Average,8.03,8.38,8.03
SEM4_0586,Diya Bhatt,26,Male,MCA,4,74.53,7.05,68.6,22,0,Average,7.73,7.5,7.71
SEM4_0587,Amrita Sahni,28,Female,MCA,4,82.08,8.58,98.4,24,0,Excellent,8.82,8.95,8.28
SEM4_0588,Urvashi Dada,24,Male,MCA,4,62.36,6.21,96.2,15,0,Average,7.6,7.42,7.79
SEM4_0589,Warda Palan,26,Male,MCA,4,79.45,7.72,74.8,10,1,Average,7.66,8.27,8.62
SEM4_0590,Saumya Sarin,25,Female,MCA,4,68.52,6.78,68.4,21,0,Average,7.6,7.26,7.26
SEM4_0591,Ansh Edwin,24,Male,MCA,4,80.16,8.09,100.0,23,0,Excellent,7.66,8.06,8.45
SEM4_0592,Bhavna Handa,23,Male,MCA,4,64.65,6.41,76.0,21,1,Average,7.4,7.17,7.46
SEM4_0593,Upasna Padmanabhan,28,Female,MCA,4,74.36,8.14,67.2,13,2,At-risk,6.83,6.79,7.13
SEM4_0594,Raksha Kata,27,Male,MCA,4,82.4,8.39,94.4,28,1,Excellent,8.16,8.19,8.09
SEM4_0595,Yashica Kanda,23,Female,MCA,4,71.95,7.39,72.0,28,2,Average,8.57,9.16,8.77
SEM4_0596,Harinakshi Sidhu,21,Female,MCA,4,71.04,6.83,69.0,16,0,Average,8.24,7.99,7.94
SEM4_0597,Karan Memon,28,Female,MCA,4,59.22,6.33,74.5,28,1,Average,7.43,6.92,6.75
SEM4_0598,Madhavi Saha,21,Female,MCA,4,83.11,8.56,73.9,28,0,Excellent,8.28,7.81,7.84
SEM4_0599,Jagvi Sodhi,24,Male,MCA,4,66.41,7.02,76.5,26,1,Average,8.35,7.66,8.19
SEM4_0600,Neel Johal,23,Female,MCA,4,68.05,6.34,69.7,26,0,Excellent,9.35,9.73,9.8
SEM4_0601,Barkha Chadha,22,Male,MCA,4,74.2,7.47,73.0,15,2,At-risk,5.65,5.48,5.8
SEM4_0602,Vasudha Dayal,27,Male,MCA,4,75.06,7.78,79.7,30,2,Average,8.54,8.23,7.65
SEM4_0603,Oscar Iyengar,23,Male,MCA,4,71.23,7.56,80.4,11,0,Average,7.5,7.05,7.03
SEM4_0604,Naksh Swamy,24,Female,MCA,4,80.54,8.16,72.8,30,0,Excellent,8.49,7.91,8.54
SEM4_0605,Harrison Sagar,28,Female,MCA,4,58.5,6.04,82.7,13,0,Average,7.8,7.41,7.5
SEM4_0606,Wakeeta Mitter,24,Female,MCA,4,82.77,8.51,92.6,22,0,Excellent,8.24,8.3,8.29
SEM4_0607,Wahab Kadakia,27,Female,MCA,4,78.51,8.28,74.4,21,1,Average,8.27,8.53,7.88
SEM4_0608,Champak Badami,28,Female,MCA,4,57.23,5.88,82.9,15,2,Average,6.93,7.65,7.77
SEM4_0609,Jagrati Lal,26,Female,MCA,4,63.61,6.04,76.0,27,1,Excellent,9.43,9.54,9.41
SEM4_0610,Ishanvi Dutt,26,Male,MCA,4,62.2,6.34,98.8,27,0,Average,7.89,7.5,7.01
SEM4_0611,Owen Thakur,24,Female,MCA,4,72.8,7.45,73.1,25,1,Average,7.93,6.87,7.1
SEM4_0612,Azad Bhatt,23,Male,MCA,4,53.12,5.08,89.2,25,1,Average,8.66,8.72,8.29
SEM4_0613,Geetika Sani,24,Male,MCA,4,55.55,5.4,72.9,11,5,At-risk,6.16,5.98,5.88
SEM4_0614,Ishaan Karan,27,Female,MCA,4,80.44,9.04,82.2,10,3,At-risk,6.0,5.61,5.54
SEM4_0615,Jai Kapur,27,Female,MCA,4,70.17,7.04,76.0,23,0,Excellent,7.87,7.94,8.46
SEM4_0616,Vidhi Kuruvilla,27,Female,MCA,4,76.18,7.81,78.2,25,0,Excellent,8.13,8.21,8.26
SEM4_0617,Harini Pant,26,Female,MCA,4,70.44,6.93,71.5,15,0,Average,7.23,7.41,7.1
SEM4_0618,Chakradhar Loke,23,Male,MCA,4,67.72,6.72,72.1,14,4,At-risk,6.57,6.34,6.67
SEM4_0619,Matthew Varma,23,Female,MCA,4,83.85,8.48,79.9,16,1,Average,6.59,6.06,5.95
SEM4_0620,Hemang Bedi,26,Male,MCA,4,54.47,5.77,79.5,30,1,Excellent,8.92,8.44,9.07
SEM4_0621,Raksha Shankar,21,Male,MCA,4,71.86,7.22,70.8,24,0,Excellent,9.14,8.86,8.88
SEM4_0622,Indrajit Cherian,23,Male,MCA,4,67.8,6.83,82.1,28,0,Excellent,9.74,8.92,9.28
SEM4_0623,Harsh Barman,21,Female,MCA,4,89.31,8.9,79.6,27,3,Average,9.8,9.24,8.9
SEM4_0624,Yashica Cheema,25,Female,MCA,4,71.4,7.08,93.5,19,0,Average,8.4,8.28,8.21
SEM4_0625,Oliver Dalal,28,Female,MCA,4,79.38,8.4,84.9,16,1,Average,7.63,7.14,6.75
SEM4_0626,Samesh Pathak,21,Female,MCA,4,83.04,8.4,81.0,21,0,Average,8.18,7.83,7.85
SEM4_0627,Naksh Master,26,Female,MCA,4,63.05,6.32,68.1,21,0,Average,8.46,8.72,8.98
SEM4_0628,Riya Toor,21,Male,MCA,4,68.73,6.24,60.2,22,0,Average,8.07,7.78,7.88
SEM4_0629,Wishi Chaudhary,27,Male,MCA,4,69.2,6.43,84.2,24,0,Average,7.85,7.53,7.23
SEM4_0630,Mitesh Patla,26,Male,MCA,4,87.17,9.29,78.2,16,1,Average,7.78,7.63,7.91
SEM4_0631,Gaurika Devi,23,Female,MCA,4,62.84,7.04,75.1,20,1,Average,7.52,7.5,7.26
SEM4_0632,Jason Jaggi,23,Female,MCA,4,45.85,4.73,88.4,26,0,Average,8.17,8.27,7.7
SEM4_0633,Reva Sagar,23,Female,MCA,4,62.02,5.32,78.8,23,1,Average,7.76,7.69,7.47
SEM4_0634,Abeer Korpal,28,Female,MCA,4,60.88,6.2,85.7,19,1,Average,7.08,7.29,7.9
SEM4_0635,Urvi Om,22,Male,MCA,4,74.08,7.89,61.8,23,0,Average,7.91,8.3,8.44
SEM4_0636,Bhavini Tiwari,28,Female,MCA,4,61.47,5.82,78.4,23,2,Average,7.69,7.28,7.42
SEM4_0637,Onveer Chada,22,Female,MCA,4,72.37,7.35,70.6,26,1,Average,7.56,7.17,6.63
SEM4_0638,Amaira Pradhan,22,Male,MCA,4,85.17,7.94,83.5,20,1,Excellent,8.52,9.27,9.68
SEM4_0639,Oeshi Patel,22,Male,MCA,4,57.56,6.02,86.4,15,0,At-risk,6.93,5.62,5.53
SEM4_0640,Yatan Doshi,28,Male,MCA,4,72.37,6.9,61.8,16,0,Average,7.36,8.12,8.93
SEM4_0641,Oviya Kari,25,Male,MCA,4,78.66,7.79,79.7,28,0,Average,7.11,7.66,7.56
SEM4_0642,Lakshit Sanghvi,27,Female,MCA,4,63.29,6.13,70.2,19,0,Average,8.07,8.23,8.31
SEM4_0643,Odika Rout,23,Female,MCA,4,75.72,7.97,83.3,23,1,Average,7.28,7.83,7.52
SEM4_0644,Tara Varty,21,Male,MCA,4,76.34,7.71,73.2,17,0,Average,7.78,7.16,8.16
SEM4_0645,Janaki Balan,27,Female,MCA,4,87.64,8.52,53.3,18,0,Average,8.61,7.96,7.58
SEM4_0646,Saanvi Dhingra,23,Male,MCA,4,65.46,6.34,81.6,21,0,Average,7.57,7.61,7.87
SEM4_0647,Advaith Varughese,22,Male,MCA,4,61.83,6.04,66.6,21,1,Average,7.45,7.63,8.33
SEM4_0648,Ekaraj Chad,27,Female,MCA,4,67.65,7.26,76.9,19,2,Average,8.35,7.97,7.96
SEM4_0649,Hamsini Murty,27,Male,MCA,4,80.61,8.77,62.6,15,0,Average,7.31,7.28,7.45
SEM4_0650,Neelima Gala,25,Male,MCA,4,67.42,6.24,84.3,20,0,Average,7.53,8.03,8.01
SEM4_0651,Radha Bhat,22,Female,MCA,4,56.47,5.65,87.0,26,1,Average,7.88,8.21,8.46
SEM4_0652,Maya Bansal,25,Male,MCA,4,48.58,4.5,97.2,19,1,Average,7.11,6.68,6.3
SEM4_0653,Matthew Bhardwaj,22,Female,MCA,4,74.58,7.99,87.8,11,3,At-risk,7.19,6.75,6.55
SEM4_0654,Zinal Merchant,24,Female,MCA,4,69.71,6.91,89.9,27,0,Excellent,7.63,7.69,7.93
SEM4_0655,Oni Ratti,28,Male,MCA,4,69.38,6.14,72.7,20,1,Average,7.1,6.62,6.76
SEM4_0656,Daksha Murthy,22,Female,MCA,4,79.43,8.08,65.6,19,2,Average,7.54,7.58,7.33
SEM4_0657,Hemangini Anand,21,Female,MCA,4,79.14,7.6,97.8,18,0,Average,7.05,7.27,7.24
SEM4_0658,Ati Wable,27,Male,MCA,4,60.25,6.06,64.7,19,0,Average,7.28,7.52,6.81
SEM4_0659,Manan Raval,28,Female,MCA,4,88.94,9.04,81.2,21,2,Average,8.23,8.38,8.47
SEM4_0660,Sanaya Jha,23,Male,MCA,4,81.61,8.22,68.6,24,1,Average,9.11,8.94,8.23
SEM4_0661,Riya Pai,24,Male,MCA,4,80.09,7.57,70.1,12,3,At-risk,7.1,7.01,7.34
SEM4_0662,Nidhi Hora,22,Male,MCA,4,67.11,6.78,75.2,19,1,Average,6.24,5.97,5.42
SEM4_0663,Charvi Chad,23,Male,MCA,4,70.22,7.4,78.6,26,1,Average,7.91,8.06,7.57
SEM4_0664,Balhaar Yogi,21,Female,MCA,4,86.1,8.68,71.3,12,4,At-risk,7.35,7.44,7.31
SEM4_0665,Gaurika Ramakrishnan,22,Male,MCA,4,72.97,7.2,65.8,25,1,Excellent,9.0,9.6,8.8
SEM4_0666,Jonathan Venkatesh,21,Female,MCA,4,84.01,8.32,86.9,10,2,At-risk,6.66,6.64,6.66
SEM4_0667,Bhanumati Kala,23,Male,MCA,4,60.66,6.56,73.8,21,0,Average,7.87,7.01,7.96
SEM4_0668,Girik Vaidya,24,Female,MCA,4,74.9,7.83,76.1,30,0,Excellent,9.21,8.98,9.01
SEM4_0669,Devika Verma,23,Female,MCA,4,82.69,8.87,91.2,24,0,Excellent,8.87,8.73,9.24
SEM4_0670,Harini Dutta,21,Female,MCA,4,67.68,6.91,66.0,9,2,At-risk,6.95,6.41,6.31
SEM4_0671,Arin Bala,23,Male,MCA,4,63.74,6.27,77.2,14,3,At-risk,7.63,7.52,6.76
SEM4_0672,Aarna Khurana,24,Female,MCA,4,69.41,7.15,82.6,7,2,At-risk,6.8,7.52,7.36
SEM4_0673,Daksha Sami,25,Female,MCA,4,66.59,6.56,60.8,13,1,Average,7.26,7.14,7.28
SEM4_0674,Yashasvi Choudhry,23,Female,MCA,4,74.01,7.06,69.9,16,0,Average,7.34,7.58,8.21
SEM4_0675,Darpan Pradhan,21,Male,MCA,4,76.03,7.57,90.8,19,0,Excellent,8.55,8.61,9.15
SEM4_0676,Aashi Tripathi,23,Male,MCA,4,79.8,7.96,81.7,22,1,Excellent,8.76,8.55,8.65
SEM4_0677,Irya Dasgupta,21,Female,MCA,4,78.93,8.42,80.1,28,0,Excellent,9.16,9.23,8.67
SEM4_0678,Champak Dash,27,Male,MCA,4,67.34,7.33,70.8,9,1,Average,6.93,6.72,7.02
SEM4_0679,Saumya Misra,24,Female,MCA,4,59.61,5.8,63.3,19,0,Average,7.85,7.83,7.7
SEM4_0680,Abdul Setty,24,Male,MCA,4,87.29,8.65,97.2,24,0,Excellent,8.93,8.33,8.19
SEM4_0681,Harinakshi Keer,26,Female,MCA,4,77.15,7.94,82.7,26,0,Excellent,8.34,8.04,8.22
SEM4_0682,Vivaan Palla,23,Male,MCA,4,91.91,9.8,76.7,15,0,Average,8.07,7.45,6.78
SEM4_0683,Chandani Mane,25,Male,MCA,4,70.52,6.87,90.9,21,1,Average,7.48,8.09,7.95
SEM4_0684,Logan Purohit,22,Female,MCA,4,72.12,6.83,87.5,18,0,Average,7.67,7.56,7.89
SEM4_0685,Zinal Kota,26,Male,MCA,4,58.04,5.45,98.6,19,0,Excellent,8.54,8.95,8.59
SEM4_0686,Henry Narang,21,Male,MCA,4,57.22,5.82,76.4,28,0,Excellent,9.8,9.8,9.8
SEM4_0687,Zaitra Hans,28,Male,MCA,4,74.23,7.21,69.9,30,1,Excellent,9.14,9.3,9.13
SEM4_0688,Jalsa Sha,26,Male,MCA,4,76.27,7.73,81.1,15,1,Average,7.08,6.92,7.54
SEM4_0689,Guneet Din,22,Male,MCA,4,83.38,8.24,100.0,21,0,Excellent,8.55,8.86,8.41
SEM4_0690,Pavani Sabharwal,25,Female,MCA,4,81.23,7.95,77.8,14,3,At-risk,7.67,7.74,7.78
SEM4_0691,Finn Chanda,26,Male,MCA,4,68.47,6.84,100.0,16,2,Average,8.28,8.23,8.56
SEM4_0692,David Sandal,22,Male,MCA,4,66.76,7.37,72.7,25,2,Average,7.63,7.58,7.74
SEM4_0693,Kalpit Soni,27,Female,MCA,4,87.11,8.8,72.5,21,0,Excellent,8.08,8.47,8.43
SEM4_0694,Tanish Sehgal,23,Male,MCA,4,74.36,7.5,84.4,4,4,At-risk,6.57,8.3,9.12
SEM4_0695,Faras Pingle,21,Male,MCA,4,65.93,6.45,69.9,18,1,Excellent,8.44,9.34,9.54
SEM4_0696,Neha Venkataraman,28,Female,MCA,4,80.35,7.71,79.4,30,2,Excellent,9.49,9.2,9.01
SEM4_0697,Megha Lalla,27,Male,MCA,4,70.47,6.33,78.6,10,3,At-risk,7.15,7.23,7.52
